id,sbi
20231024_500101001_03:20,17.66994857788086
20231024_500101001_03:40,20.024860382080078
20231024_500101001_04:00,22.81406593322754
20231024_500101001_04:20,23.369596481323242
20231024_500101001_04:40,23.87615966796875
20231024_500101001_05:00,23.6326904296875
20231024_500101001_05:20,23.702390670776367
20231024_500101001_05:40,24.268484115600586
20231024_500101001_06:00,24.116607666015625
20231024_500101001_06:20,23.631189346313477
20231024_500101001_06:40,21.99317741394043
20231024_500101001_07:00,20.13563346862793
20231024_500101001_07:20,6.602755069732666
20231024_500101001_07:40,4.083106994628906
20231024_500101001_08:00,1.867032527923584
20231024_500101001_08:20,2.151761531829834
20231024_500101001_08:40,1.8560214042663574
20231024_500101001_09:00,1.516250491142273
20231024_500101001_09:20,1.487663745880127
20231024_500101001_09:40,1.2352099418640137
20231024_500101001_10:00,1.0058679580688477
20231024_500101001_10:20,1.1510580778121948
20231024_500101001_10:40,1.9934347867965698
20231024_500101001_11:00,1.2220877408981323
20231024_500101001_11:20,1.3640856742858887
20231024_500101001_11:40,1.1067445278167725
20231024_500101001_12:00,0.7676529288291931
20231024_500101001_12:20,1.6124887466430664
20231024_500101001_12:40,1.6448538303375244
20231024_500101001_13:00,1.096207618713379
20231024_500101001_13:20,0.9797060489654541
20231024_500101001_13:40,1.2374895811080933
20231024_500101001_14:00,1.330593228340149
20231024_500101001_14:20,1.1479450464248657
20231024_500101001_14:40,1.6227678060531616
20231024_500101001_15:00,1.3891830444335938
20231024_500101001_15:20,1.490782618522644
20231024_500101001_15:40,5.158980369567871
20231024_500101001_16:00,4.916114330291748
20231024_500101001_16:20,6.389925003051758
20231024_500101001_16:40,12.150712966918945
20231024_500101001_17:00,10.704028129577637
20231024_500101001_17:20,24.84724998474121
20231024_500101001_17:40,25.93747329711914
20231024_500101001_18:00,21.747791290283203
20231024_500101001_18:20,10.003097534179688
20231024_500101001_18:40,4.682361602783203
20231024_500101001_19:00,2.127800703048706
20231024_500101001_19:20,1.6135151386260986
20231024_500101001_19:40,2.0603058338165283
20231024_500101001_20:00,3.0214006900787354
20231024_500101001_20:20,5.011003494262695
20231024_500101001_20:40,2.803218364715576
20231024_500101001_21:00,6.0798773765563965
20231024_500101001_21:20,5.3857855796813965
20231024_500101001_21:40,4.7217254638671875
20231024_500101001_22:00,8.923819541931152
20231024_500101001_22:20,3.679325580596924
20231024_500101001_22:40,3.1921169757843018
20231024_500101001_23:00,2.2407357692718506
20231024_500101001_23:20,2.25355863571167
20231024_500101001_23:40,7.1463398933410645
20231218_500101001_00:00,4.60230827331543
20231218_500101001_00:20,3.418600082397461
20231218_500101001_00:40,3.131375551223755
20231218_500101001_01:00,4.159303188323975
20231218_500101001_01:20,4.430619239807129
20231218_500101001_01:40,4.537365913391113
20231218_500101001_02:00,4.518382549285889
20231218_500101001_02:20,4.456215858459473
20231218_500101001_02:40,4.951949119567871
20231218_500101001_03:00,5.750810146331787
20231218_500101001_03:20,8.38757610321045
20231218_500101001_03:40,8.69184684753418
20231218_500101001_04:00,8.805170059204102
20231218_500101001_04:20,13.817464828491211
20231218_500101001_04:40,19.28030014038086
20231218_500101001_05:00,20.36709976196289
20231218_500101001_05:20,20.229612350463867
20231218_500101001_05:40,21.031007766723633
20231218_500101001_06:00,22.05337905883789
20231218_500101001_06:20,23.053781509399414
20231218_500101001_06:40,21.964492797851562
20231218_500101001_07:00,20.43800926208496
20231218_500101001_07:20,4.089208126068115
20231218_500101001_07:40,3.0157761573791504
20231218_500101001_08:00,1.2379186153411865
20231218_500101001_08:20,1.5440418720245361
20231218_500101001_08:40,1.304134726524353
20231218_500101001_09:00,1.1124869585037231
20231218_500101001_09:20,1.098250389099121
20231218_500101001_09:40,0.8442822694778442
20231218_500101001_10:00,0.8351287841796875
20231218_500101001_10:20,0.9386550784111023
20231218_500101001_10:40,0.9189577698707581
20231218_500101001_11:00,1.159257411956787
20231218_500101001_11:20,1.8713281154632568
20231218_500101001_11:40,1.4635655879974365
20231218_500101001_12:00,1.1682902574539185
20231218_500101001_12:20,2.0899412631988525
20231218_500101001_12:40,1.779097557067871
20231218_500101001_13:00,1.0352803468704224
20231218_500101001_13:20,1.3041101694107056
20231218_500101001_13:40,1.3662022352218628
20231218_500101001_14:00,1.294095754623413
20231218_500101001_14:20,1.1656951904296875
20231218_500101001_14:40,1.508503794670105
20231218_500101001_15:00,1.2878975868225098
20231218_500101001_15:20,2.4955124855041504
20231218_500101001_15:40,4.931795597076416
20231218_500101001_16:00,5.953405380249023
20231218_500101001_16:20,9.164780616760254
20231218_500101001_16:40,19.418790817260742
20231218_500101001_17:00,9.86859130859375
20231218_500101001_17:20,24.524988174438477
20231218_500101001_17:40,24.430349349975586
20231218_500101001_18:00,19.174257278442383
20231218_500101001_18:20,12.783206939697266
20231218_500101001_18:40,3.6719884872436523
20231218_500101001_19:00,2.2327282428741455
20231218_500101001_19:20,2.519522190093994
20231218_500101001_19:40,2.3215115070343018
20231218_500101001_20:00,2.3819267749786377
20231218_500101001_20:20,2.556778907775879
20231218_500101001_20:40,2.694999933242798
20231218_500101001_21:00,2.686328887939453
20231218_500101001_21:20,2.5756783485412598
20231218_500101001_21:40,2.527825117111206
20231218_500101001_22:00,2.5258426666259766
20231218_500101001_22:20,2.4832215309143066
20231218_500101001_22:40,2.444951295852661
20231218_500101001_23:00,2.852717876434326
20231218_500101001_23:20,13.804595947265625
20231218_500101001_23:40,21.535846710205078
20231219_500101001_00:00,22.64685821533203
20231219_500101001_00:20,20.343244552612305
20231219_500101001_00:40,17.223880767822266
20231219_500101001_01:00,13.787384986877441
20231219_500101001_01:20,13.804863929748535
20231219_500101001_01:40,14.20661449432373
20231219_500101001_02:00,14.657998085021973
20231219_500101001_02:20,14.405430793762207
20231219_500101001_02:40,14.012317657470703
20231219_500101001_03:00,14.063254356384277
20231219_500101001_03:20,17.66994857788086
20231219_500101001_03:40,20.024860382080078
20231219_500101001_04:00,22.81406593322754
20231219_500101001_04:20,23.369596481323242
20231219_500101001_04:40,23.87615966796875
20231219_500101001_05:00,23.6326904296875
20231219_500101001_05:20,23.702390670776367
20231219_500101001_05:40,24.268484115600586
20231219_500101001_06:00,24.116607666015625
20231219_500101001_06:20,23.631189346313477
20231219_500101001_06:40,21.99317741394043
20231219_500101001_07:00,20.13563346862793
20231219_500101001_07:20,6.602755069732666
20231219_500101001_07:40,4.083106994628906
20231219_500101001_08:00,1.867032527923584
20231219_500101001_08:20,2.151761531829834
20231219_500101001_08:40,1.8560214042663574
20231219_500101001_09:00,1.516250491142273
20231219_500101001_09:20,1.487663745880127
20231219_500101001_09:40,1.2352099418640137
20231219_500101001_10:00,1.0058679580688477
20231219_500101001_10:20,1.1510580778121948
20231219_500101001_10:40,1.9934347867965698
20231219_500101001_11:00,1.2220877408981323
20231219_500101001_11:20,1.3640856742858887
20231219_500101001_11:40,1.1067445278167725
20231219_500101001_12:00,0.7676529288291931
20231219_500101001_12:20,1.6124887466430664
20231219_500101001_12:40,1.6448538303375244
20231219_500101001_13:00,0.5672252774238586
20231219_500101001_13:20,0.37390145659446716
20231219_500101001_13:40,2.2503347396850586
20231219_500101001_14:00,1.1110844612121582
20231219_500101001_14:20,1.5415353775024414
20231219_500101001_14:40,1.873670220375061
20231219_500101001_15:00,1.6285066604614258
20231219_500101001_15:20,2.0030531883239746
20231219_500101001_15:40,5.2750678062438965
20231219_500101001_16:00,4.571950912475586
20231219_500101001_16:20,5.036990642547607
20231219_500101001_16:40,7.959190368652344
20231219_500101001_17:00,9.45512866973877
20231219_500101001_17:20,23.176851272583008
20231219_500101001_17:40,24.57101821899414
20231219_500101001_18:00,19.504770278930664
20231219_500101001_18:20,19.297395706176758
20231219_500101001_18:40,13.196784019470215
20231219_500101001_19:00,3.0027213096618652
20231219_500101001_19:20,2.4172749519348145
20231219_500101001_19:40,3.8603675365448
20231219_500101001_20:00,3.212186336517334
20231219_500101001_20:20,3.380505323410034
20231219_500101001_20:40,2.477571725845337
20231219_500101001_21:00,3.3836312294006348
20231219_500101001_21:20,2.7125401496887207
20231219_500101001_21:40,3.1884748935699463
20231219_500101001_22:00,5.069985389709473
20231219_500101001_22:20,4.109447956085205
20231219_500101001_22:40,2.2933638095855713
20231219_500101001_23:00,2.7802252769470215
20231219_500101001_23:20,11.33053970336914
20231219_500101001_23:40,17.647422790527344
20231220_500101001_00:00,19.141023635864258
20231220_500101001_00:20,17.203838348388672
20231220_500101001_00:40,14.005484580993652
20231220_500101001_01:00,12.23001480102539
20231220_500101001_01:20,11.945566177368164
20231220_500101001_01:40,11.937187194824219
20231220_500101001_02:00,10.641010284423828
20231220_500101001_02:20,10.19345474243164
20231220_500101001_02:40,8.66539192199707
20231220_500101001_03:00,9.039877891540527
20231220_500101001_03:20,7.341897010803223
20231220_500101001_03:40,15.885222434997559
20231220_500101001_04:00,17.862098693847656
20231220_500101001_04:20,17.385343551635742
20231220_500101001_04:40,23.84918785095215
20231220_500101001_05:00,22.278684616088867
20231220_500101001_05:20,21.957693099975586
20231220_500101001_05:40,21.009979248046875
20231220_500101001_06:00,24.725975036621094
20231220_500101001_06:20,26.35048484802246
20231220_500101001_06:40,22.634811401367188
20231220_500101001_07:00,21.54053497314453
20231220_500101001_07:20,9.365790367126465
20231220_500101001_07:40,8.718204498291016
20231220_500101001_08:00,0.0
20231220_500101001_08:20,0.0
20231220_500101001_08:40,0.0
20231220_500101001_09:00,0.0
20231220_500101001_09:20,0.0
20231220_500101001_09:40,0.0
20231220_500101001_10:00,1.0023610591888428
20231220_500101001_10:20,0.9852204918861389
20231220_500101001_10:40,1.1677865982055664
20231220_500101001_11:00,1.038119912147522
20231220_500101001_11:20,1.7136021852493286
20231220_500101001_11:40,2.231234550476074
20231220_500101001_12:00,0.8609210848808289
20231220_500101001_12:20,2.506453275680542
20231220_500101001_12:40,3.0810983180999756
20231220_500101001_13:00,1.2833508253097534
20231220_500101001_13:20,1.5123406648635864
20231220_500101001_13:40,1.6022487878799438
20231220_500101001_14:00,1.5465251207351685
20231220_500101001_14:20,1.055678367614746
20231220_500101001_14:40,0.7955154776573181
20231220_500101001_15:00,0.9853160977363586
20231220_500101001_15:20,2.3453426361083984
20231220_500101001_15:40,1.960629940032959
20231220_500101001_16:00,4.934040546417236
20231220_500101001_16:20,9.586639404296875
20231220_500101001_16:40,13.065722465515137
20231220_500101001_17:00,13.424324035644531
20231220_500101001_17:20,25.230226516723633
20231220_500101001_17:40,23.42131233215332
20231220_500101001_18:00,25.124202728271484
20231220_500101001_18:20,23.879791259765625
20231220_500101001_18:40,13.301154136657715
20231220_500101001_19:00,0.16133667528629303
20231220_500101001_19:20,0.9134848117828369
20231220_500101001_19:40,2.9400534629821777
20231220_500101001_20:00,2.9295907020568848
20231220_500101001_20:20,1.5163440704345703
20231220_500101001_20:40,1.47402024269104
20231220_500101001_21:00,2.3221161365509033
20231220_500101001_21:20,1.8024184703826904
20231220_500101001_21:40,1.8451842069625854
20231220_500101001_22:00,1.6823707818984985
20231220_500101001_22:20,1.619407057762146
20231220_500101001_22:40,0.754416823387146
20231220_500101001_23:00,3.7034192085266113
20231220_500101001_23:20,8.573857307434082
20231220_500101001_23:40,13.782546043395996
20231221_500101001_00:00,12.375344276428223
20231221_500101001_00:20,13.571979522705078
20231221_500101001_00:40,7.597206115722656
20231221_500101001_01:00,9.228652000427246
20231221_500101001_01:20,9.121150016784668
20231221_500101001_01:40,10.589669227600098
20231221_500101001_02:00,9.241076469421387
20231221_500101001_02:20,7.309427738189697
20231221_500101001_02:40,7.462959289550781
20231221_500101001_03:00,7.342458724975586
20231221_500101001_03:20,9.785000801086426
20231221_500101001_03:40,10.79674243927002
20231221_500101001_04:00,17.858001708984375
20231221_500101001_04:20,18.287973403930664
20231221_500101001_04:40,17.576419830322266
20231221_500101001_05:00,17.76616096496582
20231221_500101001_05:20,18.71415138244629
20231221_500101001_05:40,19.91706657409668
20231221_500101001_06:00,22.974231719970703
20231221_500101001_06:20,23.487689971923828
20231221_500101001_06:40,20.230693817138672
20231221_500101001_07:00,13.3120698928833
20231221_500101001_07:20,2.5183355808258057
20231221_500101001_07:40,2.140596628189087
20231221_500101001_08:00,1.330223560333252
20231221_500101001_08:20,1.4124300479888916
20231221_500101001_08:40,1.3022090196609497
20231221_500101001_09:00,0.781430184841156
20231221_500101001_09:20,0.9782308340072632
20231221_500101001_09:40,0.6367185115814209
20231221_500101001_10:00,0.4556947350502014
20231221_500101001_10:20,0.5076472163200378
20231221_500101001_10:40,0.6021426916122437
20231221_500101001_11:00,0.8468181490898132
20231221_500101001_11:20,0.8893094062805176
20231221_500101001_11:40,0.9897118210792542
20231221_500101001_12:00,1.3504283428192139
20231221_500101001_12:20,1.9680930376052856
20231221_500101001_12:40,1.8500810861587524
20231221_500101001_13:00,0.5612533092498779
20231221_500101001_13:20,0.8801260590553284
20231221_500101001_13:40,0.8342564702033997
20231221_500101001_14:00,1.337412714958191
20231221_500101001_14:20,0.9236050844192505
20231221_500101001_14:40,1.5975342988967896
20231221_500101001_15:00,1.285079836845398
20231221_500101001_15:20,2.7599399089813232
20231221_500101001_15:40,3.6489169597625732
20231221_500101001_16:00,5.0715651512146
20231221_500101001_16:20,5.481825828552246
20231221_500101001_16:40,12.128957748413086
20231221_500101001_17:00,6.754279136657715
20231221_500101001_17:20,18.34351921081543
20231221_500101001_17:40,25.413326263427734
20231221_500101001_18:00,15.85731029510498
20231221_500101001_18:20,3.863389253616333
20231221_500101001_18:40,1.5409564971923828
20231221_500101001_19:00,1.2185951471328735
20231221_500101001_19:20,1.3112272024154663
20231221_500101001_19:40,1.9944897890090942
20231221_500101001_20:00,2.2939958572387695
20231221_500101001_20:20,2.293663740158081
20231221_500101001_20:40,2.326277017593384
20231221_500101001_21:00,2.0899291038513184
20231221_500101001_21:20,2.3221030235290527
20231221_500101001_21:40,1.5795533657073975
20231221_500101001_22:00,2.5107944011688232
20231221_500101001_22:20,2.035975456237793
20231221_500101001_22:40,1.4701482057571411
20231221_500101001_23:00,6.362990379333496
20231221_500101001_23:20,10.01030445098877
20231221_500101001_23:40,14.378534317016602
20231222_500101001_00:00,17.325185775756836
20231222_500101001_00:20,10.001700401306152
20231222_500101001_00:40,8.228911399841309
20231222_500101001_01:00,8.609379768371582
20231222_500101001_01:20,8.783756256103516
20231222_500101001_01:40,9.034956932067871
20231222_500101001_02:00,11.67867660522461
20231222_500101001_02:20,15.499570846557617
20231222_500101001_02:40,16.201171875
20231222_500101001_03:00,15.63466739654541
20231222_500101001_03:20,16.12790298461914
20231222_500101001_03:40,18.800106048583984
20231222_500101001_04:00,22.504945755004883
20231222_500101001_04:20,21.99295425415039
20231222_500101001_04:40,22.89600944519043
20231222_500101001_05:00,22.72134780883789
20231222_500101001_05:20,23.042539596557617
20231222_500101001_05:40,23.483640670776367
20231222_500101001_06:00,24.07781410217285
20231222_500101001_06:20,25.480310440063477
20231222_500101001_06:40,23.750707626342773
20231222_500101001_07:00,23.40760040283203
20231222_500101001_07:20,6.844675064086914
20231222_500101001_07:40,2.5743489265441895
20231222_500101001_08:00,1.702268123626709
20231222_500101001_08:20,1.5823912620544434
20231222_500101001_08:40,1.4529753923416138
20231222_500101001_09:00,1.1302659511566162
20231222_500101001_09:20,1.0573853254318237
20231222_500101001_09:40,0.754041314125061
20231222_500101001_10:00,0.6921062469482422
20231222_500101001_10:20,0.9275560975074768
20231222_500101001_10:40,1.0773323774337769
20231222_500101001_11:00,1.215741515159607
20231222_500101001_11:20,1.1510576009750366
20231222_500101001_11:40,1.1366016864776611
20231222_500101001_12:00,1.1665048599243164
20231222_500101001_12:20,2.3634064197540283
20231222_500101001_12:40,2.293473958969116
20231222_500101001_13:00,1.3860185146331787
20231222_500101001_13:20,2.010460138320923
20231222_500101001_13:40,2.3270761966705322
20231222_500101001_14:00,1.5256431102752686
20231222_500101001_14:20,1.7567939758300781
20231222_500101001_14:40,1.8297096490859985
20231222_500101001_15:00,1.8406150341033936
20231222_500101001_15:20,3.130948305130005
20231222_500101001_15:40,9.090198516845703
20231222_500101001_16:00,9.966155052185059
20231222_500101001_16:20,13.980140686035156
20231222_500101001_16:40,14.05925464630127
20231222_500101001_17:00,14.433070182800293
20231222_500101001_17:20,20.354520797729492
20231222_500101001_17:40,21.037464141845703
20231222_500101001_18:00,16.5939998626709
20231222_500101001_18:20,9.571534156799316
20231222_500101001_18:40,3.8153367042541504
20231222_500101001_19:00,1.233001708984375
20231222_500101001_19:20,1.311051607131958
20231222_500101001_19:40,1.3812377452850342
20231222_500101001_20:00,1.503865122795105
20231222_500101001_20:20,1.6387981176376343
20231222_500101001_20:40,1.6919440031051636
20231222_500101001_21:00,1.2160568237304688
20231222_500101001_21:20,1.5091601610183716
20231222_500101001_21:40,1.389210820198059
20231222_500101001_22:00,1.5662386417388916
20231222_500101001_22:20,1.9087679386138916
20231222_500101001_22:40,1.337550401687622
20231222_500101001_23:00,1.757464051246643
20231222_500101001_23:20,6.071849346160889
20231222_500101001_23:40,4.243571758270264
20231223_500101001_00:00,3.1600382328033447
20231223_500101001_00:20,6.936529159545898
20231223_500101001_00:40,14.057600021362305
20231223_500101001_01:00,13.129678726196289
20231223_500101001_01:20,13.397063255310059
20231223_500101001_01:40,13.074212074279785
20231223_500101001_02:00,14.3242769241333
20231223_500101001_02:20,14.685030937194824
20231223_500101001_02:40,14.735201835632324
20231223_500101001_03:00,14.404165267944336
20231223_500101001_03:20,14.708610534667969
20231223_500101001_03:40,13.42361831665039
20231223_500101001_04:00,14.336478233337402
20231223_500101001_04:20,15.763020515441895
20231223_500101001_04:40,11.720584869384766
20231223_500101001_05:00,20.80042266845703
20231223_500101001_05:20,22.00636863708496
20231223_500101001_05:40,18.595352172851562
20231223_500101001_06:00,16.800228118896484
20231223_500101001_06:20,16.998811721801758
20231223_500101001_06:40,8.138862609863281
20231223_500101001_07:00,6.442349433898926
20231223_500101001_07:20,1.4103080034255981
20231223_500101001_07:40,0.0
20231223_500101001_08:00,0.0
20231223_500101001_08:20,0.0
20231223_500101001_08:40,0.0
20231223_500101001_09:00,0.0
20231223_500101001_09:20,0.0
20231223_500101001_09:40,0.0
20231223_500101001_10:00,0.11594369262456894
20231223_500101001_10:20,0.24330094456672668
20231223_500101001_10:40,0.4614856541156769
20231223_500101001_11:00,0.04854085296392441
20231223_500101001_11:20,1.6008975505828857
20231223_500101001_11:40,2.602938175201416
20231223_500101001_12:00,0.3096410930156708
20231223_500101001_12:20,2.805093765258789
20231223_500101001_12:40,1.6654270887374878
20231223_500101001_13:00,2.4346225261688232
20231223_500101001_13:20,0.0
